Track Name,Artist,Genres,Energy,Acousticness,Danceability,Valence,Loudness,Instrumentalness,Speechiness,Liveness,Tempo
Duele,Natalia Lafourcade,"latin alternative,mexican pop,rock en espanol,veracruz indie",0.223,0.936,0.561,0.153,-13.406,0.000239,0.0322,0.107,121.916
Me Voy de Casa,Natalia Lafourcade,"latin alternative,mexican pop,rock en espanol,veracruz indie",0.563,0.571,0.47,0.586,-8.838,0.00804,0.036,0.109,105.5
Lo Que Construimos - Versión Reggae,Natalia Lafourcade,"latin alternative,mexican pop,rock en espanol,veracruz indie",0.492,0.464,0.7,0.695,-7.782,0.000155,0.0346,0.0878,127.949
Hasta la Raíz - Canova's Root Version,Natalia Lafourcade,"latin alternative,mexican pop,rock en espanol,veracruz indie",0.805,0.206,0.637,0.531,-4.087,0,0.0399,0.2,152.964
Para Qué Sufrir,Natalia Lafourcade,"latin alternative,mexican pop,rock en espanol,veracruz indie",0.259,0.929,0.676,0.258,-12.257,4.74e-05,0.0356,0.106,116.966
si se calla el cantor,Mercedes Sosa,"cantautor,folclore tucumano,folklore argentino,nueva cancion,rock en espanol,rock nacional,trova",0.273,0.768,0.53,0.4,-11.95,0,0.0468,0.379,127.667
duerme negrito,Mercedes Sosa,"cantautor,folclore tucumano,folklore argentino,nueva cancion,rock en espanol,rock nacional,trova",0.302,0.896,0.762,0.472,-13.253,0.149,0.0391,0.104,121.433
Alfonsina y el mar,Mercedes Sosa,"cantautor,folclore tucumano,folklore argentino,nueva cancion,rock en espanol,rock nacional,trova",0.0772,0.968,0.496,0.285,-18.203,3.86e-06,0.0448,0.165,134.669
Jangadero,Mercedes Sosa,"cantautor,folclore tucumano,folklore argentino,nueva cancion,rock en espanol,rock nacional,trova",0.303,0.677,0.375,0.663,-12.757,0,0.035,0.495,178.853
la zafrera,Mercedes Sosa,"cantautor,folclore tucumano,folklore argentino,nueva cancion,rock en espanol,rock nacional,trova",0.334,0.804,0.593,0.617,-12.996,2.24e-05,0.034,0.179,95.458
los hombres del río,Mercedes Sosa,"cantautor,folclore tucumano,folklore argentino,nueva cancion,rock en espanol,rock nacional,trova",0.286,0.768,0.398,0.579,-13.376,0,0.038,0.239,165.377
selva sola,Mercedes Sosa,"cantautor,folclore tucumano,folklore argentino,nueva cancion,rock en espanol,rock nacional,trova",0.292,0.497,0.331,0.559,-13.636,0,0.0377,0.206,177.991
sólo le pido a Dios,Mercedes Sosa,"cantautor,folclore tucumano,folklore argentino,nueva cancion,rock en espanol,rock nacional,trova",0.767,0.0249,0.46,0.48,-8.891,1.41e-05,0.0435,0.946,78.665
chacarera del 55,Mercedes Sosa,"cantautor,folclore tucumano,folklore argentino,nueva cancion,rock en espanol,rock nacional,trova",0.336,0.919,0.546,0.72,-16.325,0.000142,0.0821,0.0831,175.228
la nocturna,Mercedes Sosa,"cantautor,folclore tucumano,folklore argentino,nueva cancion,rock en espanol,rock nacional,trova",0.166,0.757,0.366,0.368,-13.611,0,0.0289,0.129,93.364
sin saber porqué,Mercedes Sosa,"cantautor,folclore tucumano,folklore argentino,nueva cancion,rock en espanol,rock nacional,trova",0.196,0.733,0.478,0.501,-14.433,0,0.0281,0.245,96.737
el río y tú,Mercedes Sosa,"cantautor,folclore tucumano,folklore argentino,nueva cancion,rock en espanol,rock nacional,trova",0.172,0.737,0.336,0.37,-14.713,5.14e-06,0.0335,0.287,94.502
canción para mi América,Mercedes Sosa,"cantautor,folclore tucumano,folklore argentino,nueva cancion,rock en espanol,rock nacional,trova",0.379,0.944,0.678,0.523,-7.277,1.03e-05,0.0401,0.0912,120.516
zamba para no morir,Mercedes Sosa,"cantautor,folclore tucumano,folklore argentino,nueva cancion,rock en espanol,rock nacional,trova",0.0622,0.965,0.62,0.371,-13.834,0,0.0357,0.139,74.38
gracias a la vida,Mercedes Sosa,"cantautor,folclore tucumano,folklore argentino,nueva cancion,rock en espanol,rock nacional,trova",0.103,0.993,0.541,0.38,-18.602,0.132,0.0428,0.1,113.172
la de los humildes,Mercedes Sosa,"cantautor,folclore tucumano,folklore argentino,nueva cancion,rock en espanol,rock nacional,trova",0.265,0.873,0.577,0.513,-15.538,1.04e-05,0.0351,0.0962,94.387
recuerdos del Paraguay,Mercedes Sosa,"cantautor,folclore tucumano,folklore argentino,nueva cancion,rock en espanol,rock nacional,trova",0.181,0.789,0.322,0.483,-14.342,0,0.0397,0.313,199.419
tropero padre,Mercedes Sosa,"cantautor,folclore tucumano,folklore argentino,nueva cancion,rock en espanol,rock nacional,trova",0.422,0.871,0.651,0.505,-12.364,1.4e-05,0.0273,0.192,98.019
zambra de la distancia,Mercedes Sosa,"cantautor,folclore tucumano,folklore argentino,nueva cancion,rock en espanol,rock nacional,trova",0.336,0.913,0.604,0.521,-12.224,8.69e-05,0.0373,0.0792,94.091
el indio muerto,Mercedes Sosa,"cantautor,folclore tucumano,folklore argentino,nueva cancion,rock en espanol,rock nacional,trova",0.316,0.877,0.57,0.737,-13.624,2.44e-05,0.0289,0.0591,108.414
Asi Se Habla,Babasónicos,"argentine rock,electronica argentina,latin alternative,latin rock,pop electronico,rock en espanol",0.962,0.0499,0.604,0.833,-3.409,1.27e-06,0.0959,0.165,157.025
Carismático,Babasónicos,"argentine rock,electronica argentina,latin alternative,latin rock,pop electronico,rock en espanol",0.918,0.0559,0.683,0.763,-4.861,2.12e-06,0.034,0.12,137.031
Yegua,Babasónicos,"argentine rock,electronica argentina,latin alternative,latin rock,pop electronico,rock en espanol",0.91,0.24,0.667,0.82,-5.182,0,0.0278,0.512,137.056
Un Flash,Babasónicos,"argentine rock,electronica argentina,latin alternative,latin rock,pop electronico,rock en espanol",0.762,0.344,0.617,0.853,-5.548,0,0.0263,0.338,131.963
Pobre Duende,Babasónicos,"argentine rock,electronica argentina,latin alternative,latin rock,pop electronico,rock en espanol",0.443,0.821,0.526,0.437,-7.413,0,0.0377,0.146,153.947
Solita,Babasónicos,"argentine rock,electronica argentina,latin alternative,latin rock,pop electronico,rock en espanol",0.965,0.0905,0.526,0.753,-3.754,2.64e-06,0.0389,0.0733,100.063
Puesto,Babasónicos,"argentine rock,electronica argentina,latin alternative,latin rock,pop electronico,rock en espanol",0.739,0.376,0.591,0.643,-6.433,0.00595,0.0236,0.123,102.992
Falsario,Babasónicos,"argentine rock,electronica argentina,latin alternative,latin rock,pop electronico,rock en espanol",0.904,0.0243,0.73,0.954,-6.791,0.000511,0.0477,0.0803,135.027
Capricho,Babasónicos,"argentine rock,electronica argentina,latin alternative,latin rock,pop electronico,rock en espanol",0.668,0.421,0.692,0.601,-7.078,5.07e-06,0.0293,0.179,111.051
El Colmo,Babasónicos,"argentine rock,electronica argentina,latin alternative,latin rock,pop electronico,rock en espanol",0.659,0.014,0.699,0.744,-6.091,0.000111,0.0265,0.0992,124.053
Ciegos Por El Diezmo,Babasónicos,"argentine rock,electronica argentina,latin alternative,latin rock,pop electronico,rock en espanol",0.838,0.0517,0.315,0.19,-5.782,0.000674,0.0617,0.117,180.046
Examenes,Babasónicos,"argentine rock,electronica argentina,latin alternative,latin rock,pop electronico,rock en espanol",0.482,0.741,0.582,0.172,-8.838,2.42e-05,0.0274,0.0966,103.821
Muñeco,Babasónicos,"argentine rock,electronica argentina,latin alternative,latin rock,pop electronico,rock en espanol",0.912,0.0466,0.681,0.965,-4.913,0.000395,0.0275,0.137,131.957
Luces,Babasónicos,"argentine rock,electronica argentina,latin alternative,latin rock,pop electronico,rock en espanol",0.987,0.0105,0.329,0.56,-3.464,0.00118,0.0857,0.0825,172.932
Be Above It,Tame Impala,"australian psych,neo-psychedelic",0.974,0.422,0.746,0.418,-6.057,0.238,0.0944,0.112,118.983
Endors Toi,Tame Impala,"australian psych,neo-psychedelic",0.925,0.0347,0.199,0.304,-3.266,0.56,0.106,0.364,128.173
Apocalypse Dreams,Tame Impala,"australian psych,neo-psychedelic",0.933,0.229,0.495,0.27,-2.287,0.135,0.0507,0.0837,127.984
Mind Mischief,Tame Impala,"australian psych,neo-psychedelic",0.938,0.0728,0.26,0.865,-3.17,0.0028,0.0531,0.369,161.349
Music To Walk Home By,Tame Impala,"australian psych,neo-psychedelic",0.89,0.00526,0.393,0.459,-4.348,0.128,0.0612,0.0576,101.06
Why Won't They Talk To Me?,Tame Impala,"australian psych,neo-psychedelic",0.876,0.563,0.512,0.191,-5.189,0.022,0.0487,0.0898,129.936
Feels Like We Only Go Backwards,Tame Impala,"australian psych,neo-psychedelic",0.897,0.0276,0.291,0.555,-2.32,0.65,0.0542,0.116,150.185
Keep On Lying,Tame Impala,"australian psych,neo-psychedelic",0.808,0.0729,0.481,0.682,-4.913,0.0149,0.0359,0.317,123.995
Elephant,Tame Impala,"australian psych,neo-psychedelic",0.555,0.541,0.594,0.52,-6.689,0.151,0.0377,0.286,123.069
She Just Won't Believe Me,Tame Impala,"australian psych,neo-psychedelic",0.299,0.24,0.21,0.126,-7.458,0.028,0.0377,0.25,133.435
Nothing That Has Happened So Far Has Been Anything We Could Control,Tame Impala,"australian psych,neo-psychedelic",0.861,0.046,0.328,0.378,-3.554,0.533,0.0433,0.0882,100.052
Sun's Coming Up,Tame Impala,"australian psych,neo-psychedelic",0.81,0.956,0.287,0.301,-7.022,0.11,0.101,0.623,124.19
True To Your Heart,98º,"boy band,dance pop,pop rock",0.922,0.125,0.635,0.612,-9.703,0,0.157,0.103,106.085
Haircut,Jerry Goldsmith,"classic soundtrack,orchestral soundtrack,scorecore,soundtrack",0.894,0.0262,0.416,0.404,-8.838,0.896,0.0404,0.107,158.384
Attack At The Wall,Jerry Goldsmith,"classic soundtrack,orchestral soundtrack,scorecore,soundtrack",0.332,0.684,0.356,0.127,-13.201,0.796,0.0387,0.0979,120.407
Mulan's Decision,Jerry Goldsmith,"classic soundtrack,orchestral soundtrack,scorecore,soundtrack",0.428,0.345,0.25,0.0658,-12.543,0.83,0.0425,0.188,83.977
The Hun's Attack,Jerry Goldsmith,"classic soundtrack,orchestral soundtrack,scorecore,soundtrack",0.423,0.767,0.279,0.111,-10.476,0.874,0.0343,0.0934,131.119
Reflection,Vanessa-Mae,"bow pop,pop violin,violin",0.416,0.0895,0.173,0.0788,-11.216,0.336,0.0352,0.18,89.691
Honor To Us All,Lea Salonga,"hollywood,movie tunes,show tunes,tagalog worship",0.444,0.277,0.463,0.655,-11.288,0,0.0467,0.0948,168.051
Reflection,Lea Salonga,"hollywood,movie tunes,show tunes,tagalog worship",0.388,0.612,0.185,0.0797,-11.208,0.00156,0.0359,0.316,88.624
I'll Make a Man Out of You,Donny Osmond,"adult standards,bubblegum pop,classic uk pop",0.532,0.0375,0.637,0.536,-10.311,0.000171,0.0322,0.0664,113.857
A Girl Worth Fighting For,Lea Salonga,"hollywood,movie tunes,show tunes,tagalog worship",0.542,0.347,0.394,0.842,-10.469,0,0.0526,0.112,88.584
Suite From Mulan,Jerry Goldsmith,"classic soundtrack,orchestral soundtrack,scorecore,soundtrack",0.211,0.638,0.142,0.0794,-13.486,0.911,0.0336,0.336,91.301
Blossoms,Jerry Goldsmith,"classic soundtrack,orchestral soundtrack,scorecore,soundtrack",0.158,0.543,0.199,0.0504,-16.144,0.208,0.0354,0.0495,104.038
The Burned-Out Village,Jerry Goldsmith,"classic soundtrack,orchestral soundtrack,scorecore,soundtrack",0.203,0.25,0.0982,0.0383,-17.447,0.941,0.0409,0.216,83.363
Reflection,Christina Aguilera,"dance pop,pop,post-teen pop",0.471,0.161,0.492,0.194,-7.945,0,0.0252,0.136,95.824
Estoy Aquí,Shakira,"colombian pop,dance pop,latin pop",0.871,0.022,0.731,0.71,-5.079,0,0.0403,0.0717,116.944
Antologia,Shakira,"colombian pop,dance pop,latin pop",0.465,0.489,0.844,0.556,-8.444,5.56e-06,0.0295,0.095,97.964
Un Poco de Amor,Shakira,"colombian pop,dance pop,latin pop",0.83,0.0688,0.819,0.957,-6.75,5.02e-06,0.0388,0.0503,101.48
Donde Estas Corazon,Shakira,"colombian pop,dance pop,latin pop",0.869,0.0686,0.745,0.591,-5.953,0,0.0753,0.118,109.078
Que Me Quedes Tú,Shakira,"colombian pop,dance pop,latin pop",0.505,0.27,0.759,0.386,-8.356,5.11e-05,0.0271,0.286,113.031
"Ciega, Sordomuda",Shakira,"colombian pop,dance pop,latin pop",0.89,0.0416,0.746,0.917,-5.126,2.6e-06,0.0346,0.0903,119.982
Si Te Vas,Shakira,"colombian pop,dance pop,latin pop",0.914,0.0499,0.675,0.826,-4.513,0,0.0408,0.252,107.832
No Creo - En Vivo,Shakira,"colombian pop,dance pop,latin pop",0.806,0.159,0.605,0.795,-6.565,1.22e-05,0.105,0.991,136.368
Inevitable,Shakira,"colombian pop,dance pop,latin pop",0.478,0.244,0.646,0.341,-7.516,7.33e-05,0.0561,0.127,92.133
Ojos Así,Shakira,"colombian pop,dance pop,latin pop",0.957,0.143,0.715,0.685,-4.672,0,0.0464,0.127,126.999
"Suerte (Whenever, Wherever)",Shakira,"colombian pop,dance pop,latin pop",0.837,0.178,0.766,0.889,-4.75,0,0.0357,0.216,108.976
"Te Aviso, Te Anuncio (Tango)",Shakira,"colombian pop,dance pop,latin pop",0.896,0.0183,0.604,0.636,-5.385,1.66e-05,0.0497,0.0313,179.34
Tú - En Vivo Without Intro,Shakira,"colombian pop,dance pop,latin pop",0.548,0.797,0.356,0.265,-7.215,3.93e-06,0.0458,0.729,131.786
Dónde Están Los Ladrones - En Vivo,Shakira,"colombian pop,dance pop,latin pop",0.921,0.156,0.581,0.597,-4.566,0.00687,0.035,0.94,124.599
Moscas en la Casa,Shakira,"colombian pop,dance pop,latin pop",0.317,0.717,0.8,0.49,-11.883,1.54e-05,0.0294,0.112,104.931
Let It Happen,Tame Impala,"australian psych,neo-psychedelic",0.874,0.00476,0.602,0.612,-5.906,0.0192,0.0428,0.108,125.017
Nangs,Tame Impala,"australian psych,neo-psychedelic",0.518,0.211,0.523,0.461,-9.63,0.856,0.25,0.126,167.582
The Moment,Tame Impala,"australian psych,neo-psychedelic",0.825,0.000257,0.327,0.463,-6.045,0.0891,0.0649,0.0965,119.138
Yes I'm Changing,Tame Impala,"australian psych,neo-psychedelic",0.607,0.0935,0.376,0.389,-6.966,0.000412,0.0311,0.0747,179.935
Eventually,Tame Impala,"australian psych,neo-psychedelic",0.616,0.012,0.415,0.142,-6.217,0.000669,0.0323,0.0981,77.969
Gossip,Tame Impala,"australian psych,neo-psychedelic",0.198,0.972,0.552,0.381,-18.155,0.956,0.0348,0.104,119.439
The Less I Know The Better,Tame Impala,"australian psych,neo-psychedelic",0.755,0.0138,0.64,0.744,-4.077,0.0208,0.0287,0.12,116.883
Past Life,Tame Impala,"australian psych,neo-psychedelic",0.774,0.245,0.376,0.301,-7.15,0.00535,0.0577,0.171,145.868
Disciples,Tame Impala,"australian psych,neo-psychedelic",0.876,0.0677,0.671,0.798,-5.499,0.604,0.0344,0.404,126.995
'Cause I'm A Man,Tame Impala,"australian psych,neo-psychedelic",0.695,0.103,0.537,0.626,-5.013,0.00315,0.0371,0.134,144.674
Reality In Motion,Tame Impala,"australian psych,neo-psychedelic",0.908,0.161,0.531,0.5,-4.981,0.000647,0.0576,0.401,115.058
Love/Paranoia,Tame Impala,"australian psych,neo-psychedelic",0.698,0.00636,0.495,0.367,-5.512,0,0.034,0.229,110.985
"New Person, Same Old Mistakes",Tame Impala,"australian psych,neo-psychedelic",0.821,0.254,0.471,0.523,-6.747,0.00306,0.049,0.0517,151.707
Ginza,J Balvin,"reggaeton,reggaeton colombiano,urbano latino",0.809,0.235,0.784,0.845,-6.458,0.00122,0.0824,0.0772,102.048
Eye to Eye,Varsity,"chicago indie,indie rock",0.804,0.00342,0.324,0.453,-5.327,0.0554,0.0385,0.0938,147.839
Kelly,Varsity,"chicago indie,indie rock",0.477,0.258,0.45,0.233,-9.869,0.0533,0.0302,0.132,124.872
Chloe Kelly,Surf Curse,"dreamo,indie pop,indie surf,surf punk,vegas indie",0.963,0.000408,0.49,0.76,-9.216,0.000595,0.037,0.0615,98.15
Bummer Friend,Surf Curse,"dreamo,indie pop,indie surf,surf punk,vegas indie",0.968,8.1e-05,0.248,0.503,-8.806,2.19e-05,0.0446,0.105,187.186
Heathers,Surf Curse,"dreamo,indie pop,indie surf,surf punk,vegas indie",0.88,0.000285,0.364,0.772,-9.291,0,0.049,0.106,176.13
Ponyboy,Surf Curse,"dreamo,indie pop,indie surf,surf punk,vegas indie",0.899,0.000392,0.45,0.71,-10.512,1.15e-06,0.0585,0.0404,169.407
In My Head Till I'm Dead,Surf Curse,"dreamo,indie pop,indie surf,surf punk,vegas indie",0.974,6.39e-05,0.288,0.834,-9.451,0.00991,0.0518,0.0466,190.975
The Smell Saved My Life,Surf Curse,"dreamo,indie pop,indie surf,surf punk,vegas indie",0.941,0.000191,0.415,0.511,-9.793,0.00218,0.0598,0.0892,189.193
Goth Babe,Surf Curse,"dreamo,indie pop,indie surf,surf punk,vegas indie",0.889,0.000109,0.414,0.512,-9.578,4.25e-06,0.0567,0.0705,100.243
Freaks,Surf Curse,"dreamo,indie pop,indie surf,surf punk,vegas indie",0.944,4.16e-05,0.346,0.403,-9.874,0.565,0.0485,0.0546,179.63
Dreamin' Wild,Surf Curse,"dreamo,indie pop,indie surf,surf punk,vegas indie",0.972,0.000417,0.284,0.675,-9.406,0.0162,0.0547,0.0625,190.328
Fire Walk With Me,Surf Curse,"dreamo,indie pop,indie surf,surf punk,vegas indie",0.907,0.000231,0.424,0.634,-10.837,0.000249,0.0332,0.0834,161.074
Reality Bytes,Surf Curse,"dreamo,indie pop,indie surf,surf punk,vegas indie",0.871,0.0136,0.341,0.159,-10.368,0.000361,0.0917,0.0847,193.269
Beach Whatever,Surf Curse,"dreamo,indie pop,indie surf,surf punk,vegas indie",0.667,3.81e-05,0.392,0.676,-11.231,0.782,0.0653,0.104,167.376
I'm Not Making out With You,Surf Curse,"dreamo,indie pop,indie surf,surf punk,vegas indie",0.792,0.00833,0.353,0.269,-10.239,0.000134,0.0515,0.197,190.042
Haunt Me,Surf Curse,"dreamo,indie pop,indie surf,surf punk,vegas indie",0.716,2.82e-05,0.52,0.652,-11.491,0.000489,0.0318,0.0703,91.668
Skullder,Surf Curse,"dreamo,indie pop,indie surf,surf punk,vegas indie",0.789,0.012,0.363,0.383,-11.413,0.0359,0.065,0.112,195.913
Forever Dumb,Surf Curse,"dreamo,indie pop,indie surf,surf punk,vegas indie",0.736,0.0223,0.303,0.444,-12.691,0.0328,0.0728,0.107,170.826
"Long, Long Time Ago",Javier Navarrete,"latin soundtrack,soundtrack",0.0998,0.972,0.2,0.113,-15.901,0.88,0.0369,0.136,71.02
The Labyrinth,Javier Navarrete,"latin soundtrack,soundtrack",0.103,0.896,0.0836,0.0591,-19.359,0.874,0.0386,0.101,49.881
"Rose, Dragon",Javier Navarrete,"latin soundtrack,soundtrack",0.076,0.958,0.0853,0.0329,-19.102,0.464,0.0456,0.101,84.594
The Fairy & The Labyrinth,Javier Navarrete,"latin soundtrack,soundtrack",0.238,0.911,0.0794,0.113,-13.462,0.889,0.04,0.123,69.505
Three Trails,Javier Navarrete,"latin soundtrack,soundtrack",0.177,0.849,0.166,0.0399,-12.831,0.894,0.0348,0.353,72.175
The Moribund Tree & The Toad,Javier Navarrete,"latin soundtrack,soundtrack",0.195,0.902,0.127,0.04,-15.927,0.462,0.0387,0.0952,91.046
Guerrilleros,Javier Navarrete,"latin soundtrack,soundtrack",0.287,0.806,0.125,0.0398,-14.362,0.887,0.0353,0.105,93.191
A Book Of Blood,Javier Navarrete,"latin soundtrack,soundtrack",0.2,0.668,0.152,0.0377,-16.164,0.501,0.0361,0.0814,78.154
Mercedes Lullaby,Javier Navarrete,"latin soundtrack,soundtrack",0.068,0.96,0.142,0.0772,-21.982,0.578,0.0454,0.0696,67.693
The Refuge,Javier Navarrete,"latin soundtrack,soundtrack",0.182,0.89,0.0899,0.0508,-19.038,0.924,0.0388,0.0932,86.093
Not Human,Javier Navarrete,"latin soundtrack,soundtrack",0.308,0.721,0.182,0.0704,-12.448,0.827,0.0333,0.0995,134.951
The River,Javier Navarrete,"latin soundtrack,soundtrack",0.109,0.943,0.173,0.0817,-20.989,0.0998,0.0346,0.0724,85.378
A Tale,Javier Navarrete,"latin soundtrack,soundtrack",0.0342,0.924,0.479,0.187,-19.311,0.984,0.0291,0.0706,69.981
Deep Forest,Javier Navarrete,"latin soundtrack,soundtrack",0.15,0.784,0.0849,0.0412,-13.836,0.884,0.0324,0.221,78.949
Vals of the Maldrake,Javier Navarrete,"latin soundtrack,soundtrack",0.214,0.766,0.122,0.058,-14.417,0.965,0.0331,0.148,90.279
The Funeral,Javier Navarrete,"latin soundtrack,soundtrack",0.171,0.812,0.221,0.0585,-14.5,0.802,0.0343,0.132,98.775
Mercedes,Javier Navarrete,"latin soundtrack,soundtrack",0.248,0.898,0.193,0.035,-15.724,0.928,0.0415,0.121,77.899
Pan & The Full Moon,Javier Navarrete,"latin soundtrack,soundtrack",0.412,0.734,0.172,0.0476,-13.295,0.951,0.0423,0.122,122.073
Ofelia,Javier Navarrete,"latin soundtrack,soundtrack",0.211,0.892,0.185,0.0385,-12.501,0.787,0.0341,0.0882,79.553
A Princess,Javier Navarrete,"latin soundtrack,soundtrack",0.184,0.963,0.108,0.0362,-15.38,0.564,0.037,0.272,82.352
Pan's Labyrinth Lullaby,Javier Navarrete,"latin soundtrack,soundtrack",0.0856,0.89,0.32,0.0815,-20.375,0.0255,0.0413,0.0912,47.382
Just a short time after (reconstruction pt. 1),The Landau Orchestra,,0.456,0.579,0.73,0.2,-10.34,0.792,0.0325,0.101,129.964
Just a short time after (reconstruction pt. 2),The Landau Orchestra,,0.524,0.545,0.333,0.0564,-10.58,0.849,0.0315,0.36,84.883
Trouble On My Mind,Pusha T,"alternative hip hop,hip hop,pop rap,rap,southern hip hop,trap,underground hip hop,virginia hip hop",0.812,0.235,0.652,0.685,-6.377,5.77e-06,0.358,0.366,172.156
Bitch Betta Have My Money,AMG,west coast rap,0.798,0.000691,0.811,0.961,-4.657,0,0.194,0.0534,104.019
Tipsy - Club Mix,J-Kwon,"dirty south rap,pop rap,southern hip hop",0.755,0.0609,0.924,0.582,-6.02,0,0.322,0.0925,93.003
